index,open,high,low,close,volume,value
2021-08-01 00:00:00,47873000.0,47878000.0,47843000.0,47843000.0,1.37237372,65668037.26555
2021-08-01 00:01:00,47859000.0,47863000.0,47842000.0,47863000.0,0.90282109,43196663.60327
2021-08-01 00:02:00,47866000.0,47872000.0,47859000.0,47869000.0,0.77815389,37249347.66409
2021-08-01 00:03:00,47843000.0,47869000.0,47842000.0,47850000.0,1.45470607,69599680.33514
2021-08-01 00:04:00,47851000.0,47859000.0,47850000.0,47854000.0,0.96505436,46185128.26528
2021-08-01 00:05:00,47854000.0,47854000.0,47843000.0,47848000.0,0.34194961,16362098.29531
2021-08-01 00:06:00,47846000.0,47879000.0,47842000.0,47879000.0,5.97224284,285815789.64252
2021-08-01 00:07:00,47879000.0,47961000.0,47842000.0,47960000.0,3.81729917,182861738.00368
2021-08-01 00:08:00,47945000.0,47970000.0,47929000.0,47967000.0,3.46736066,166282189.85523
2021-08-01 00:09:00,47970000.0,47977000.0,47960000.0,47966000.0,0.64723243,31046409.64134
2021-08-01 00:10:00,47966000.0,47998000.0,47966000.0,47997000.0,3.05882061,146742273.4434
2021-08-01 00:11:00,47997000.0,48005000.0,47977000.0,48000000.0,6.19816196,297502937.67272
2021-08-01 00:12:00,48015000.0,48063000.0,48009000.0,48014000.0,2.88231851,138470976.87019
2021-08-01 00:13:00,48034000.0,48057000.0,48010000.0,48054000.0,1.70192461,81740775.87179
2021-08-01 00:14:00,48010000.0,48054000.0,48010000.0,48052000.0,0.28511475,13695300.28626
2021-08-01 00:15:00,48033000.0,48052000.0,47975000.0,47979000.0,1.81576919,87171598.9638
2021-08-01 00:16:00,47980000.0,48013000.0,47980000.0,48013000.0,0.8009735,38450562.63967
2021-08-01 00:17:00,48000000.0,48033000.0,47998000.0,47998000.0,1.74549325,83797486.29833
2021-08-01 00:18:00,47998000.0,48045000.0,47982000.0,48005000.0,1.43233359,68767236.45621
2021-08-01 00:19:00,48027000.0,48050000.0,48004000.0,48042000.0,2.9729939,142816256.18189
2021-08-01 00:20:00,48041000.0,48051000.0,48022000.0,48022000.0,0.87166583,41863674.11311
2021-08-01 00:21:00,48039000.0,48055000.0,48022000.0,48036000.0,1.99688507,95940271.22418
2021-08-01 00:22:00,48024000.0,48055000.0,48022000.0,48024000.0,3.10576928,149188990.67392
2021-08-01 00:23:00,48022000.0,48057000.0,48022000.0,48023000.0,0.66864512,32118625.10418
2021-08-01 00:24:00,48023000.0,48056000.0,48022000.0,48056000.0,0.4508258,21653154.95694
2021-08-01 00:25:00,48025000.0,48056000.0,48023000.0,48029000.0,1.21584025,58402946.23481
2021-08-01 00:26:00,48030000.0,48060000.0,48029000.0,48031000.0,0.84897161,40792998.16822
2021-08-01 00:27:00,48058000.0,48059000.0,48002000.0,48030000.0,1.42203364,68289854.34096
2021-08-01 00:28:00,48030000.0,48059000.0,48002000.0,48004000.0,0.4826729,23172947.94235
2021-08-01 00:29:00,48004000.0,48053000.0,48003000.0,48053000.0,0.34036317,16344765.1012
2021-08-01 00:30:00,48011000.0,48057000.0,48007000.0,48012000.0,0.66919843,32147504.74254
2021-08-01 00:31:00,48047000.0,48051000.0,48012000.0,48014000.0,0.41297709,19839358.8324
2021-08-01 00:32:00,48015000.0,48051000.0,48014000.0,48050000.0,4.44697757,213617766.24118
