index,open,high,low,close,volume,value
2021-03-01 00:00:00,51493000.0,51501000.0,51275000.0,51369000.0,14.5377029,748023191.0221
2021-03-01 00:01:00,51332000.0,51496000.0,51332000.0,51399000.0,10.02645567,515830812.83073
2021-03-01 00:02:00,51405000.0,51405000.0,51302000.0,51350000.0,6.65469773,341879083.59438
2021-03-01 00:03:00,51350000.0,51352000.0,51327000.0,51346000.0,4.73344414,242978167.91022
2021-03-01 00:04:00,51346000.0,51349000.0,51250000.0,51256000.0,5.72387696,293660636.58978
2021-03-01 00:05:00,51200000.0,51299000.0,51150000.0,51249000.0,13.62068095,697360687.0158
2021-03-01 00:06:00,51250000.0,51250000.0,51178000.0,51212000.0,8.19219597,419460367.08239
2021-03-01 00:07:00,51213000.0,51229000.0,51149000.0,51149000.0,5.1940339,265827030.80094
2021-03-01 00:08:00,51149000.0,51200000.0,51141000.0,51158000.0,5.90350826,302039359.76605
2021-03-01 00:09:00,51158000.0,51189000.0,51050000.0,51117000.0,9.62729925,492078320.32712
2021-03-01 00:10:00,51118000.0,51189000.0,51100000.0,51101000.0,3.72691537,190531075.57076
2021-03-01 00:11:00,51101000.0,51150000.0,51072000.0,51073000.0,4.85641213,248184712.31951
2021-03-01 00:12:00,51072000.0,51277000.0,51072000.0,51133000.0,12.60041634,644814667.85014
2021-03-01 00:13:00,51165000.0,51165000.0,51074000.0,51114000.0,6.17324352,315483697.84093
2021-03-01 00:14:00,51114000.0,51150000.0,51086000.0,51150000.0,4.28535364,219050455.55064
2021-03-01 00:15:00,51150000.0,51150000.0,50876000.0,50876000.0,19.26081239,982090242.41339
2021-03-01 00:16:00,50894000.0,51000000.0,50800000.0,50840000.0,11.30044732,575023004.51419
2021-03-01 00:17:00,50801000.0,50842000.0,50720000.0,50720000.0,10.9269286,554719867.48312
2021-03-01 00:18:00,50727000.0,50750000.0,50654000.0,50708000.0,20.2963984,1028858733.63449
2021-03-01 00:19:00,50708000.0,50952000.0,50697000.0,50838000.0,15.31514418,778081429.17593
2021-03-01 00:20:00,50744000.0,50843000.0,50744000.0,50771000.0,11.00168114,559260982.78473
2021-03-01 00:21:00,50790000.0,50835000.0,50610000.0,50616000.0,15.35052052,778267351.65387
2021-03-01 00:22:00,50641000.0,50712000.0,50602000.0,50624000.0,13.33842635,675352126.43484
2021-03-01 00:23:00,50662000.0,50712000.0,50613000.0,50660000.0,6.75353297,342270196.27797
2021-03-01 00:24:00,50660000.0,50709000.0,50603000.0,50620000.0,8.71966361,441803788.14517
2021-03-01 00:25:00,50620000.0,50658000.0,50603000.0,50650000.0,4.59469191,232664747.59253
2021-03-01 00:26:00,50650000.0,50680000.0,50510000.0,50680000.0,16.46186067,832692942.74135
2021-03-01 00:27:00,50680000.0,50742000.0,50599000.0,50700000.0,10.91888255,553235253.96547
2021-03-01 00:28:00,50700000.0,50726000.0,50560000.0,50582000.0,8.0301262,406616075.2541
2021-03-01 00:29:00,50582000.0,50618000.0,50492000.0,50520000.0,18.2088961,919773654.27004
2021-03-01 00:30:00,50500000.0,50582000.0,50500000.0,50572000.0,7.61975806,385155610.41059
2021-03-01 00:31:00,50572000.0,50607000.0,50460000.0,50485000.0,12.47022693,630026770.08085
2021-03-01 00:32:00,50460000.0,50485000.0,50275000.0,50287000.0,36.99997835,1862601533.62899
2021-03-01 00:33:00,50289000.0,50549000.0,50263000.0,50501000.0,30.47681812,1533948306.07992
2021-03-01 00:34:00,50533000.0,50544000.0,50430000.0,50494000.0,11.00531825,555647718.39609
2021-03-01 00:35:00,50491000.0,50600000.0,50479000.0,50600000.0,16.08241532,812430746.1502
2021-03-01 00:36:00,50583000.0,50770000.0,50556000.0,50732000.0,15.19175216,770161082.42813
2021-03-01 00:37:00,50733000.0,50799000.0,50547000.0,50551000.0,16.07592182,815274993.46339
2021-03-01 00:38:00,50581000.0,50610000.0,50455000.0,50459000.0,8.13743294,411021491.47215
2021-03-01 00:39:00,50458000.0,50499000.0,50455000.0,50455000.0,11.05018772,557603691.92352
2021-03-01 00:40:00,50455000.0,50456000.0,50391000.0,50415000.0,7.58038457,382396153.28317
2021-03-01 00:41:00,50413000.0,50455000.0,50320000.0,50448000.0,12.86965128,648608551.88298
2021-03-01 00:42:00,50448000.0,50455000.0,50266000.0,50292000.0,9.52089331,479530001.5004
2021-03-01 00:43:00,50274000.0,50447000.0,50262000.0,50352000.0,19.1177865,961259945.3685
2021-03-01 00:44:00,50352000.0,50418000.0,50263000.0,50263000.0,7.54468744,379492321.33576
2021-03-01 00:45:00,50263000.0,50281000.0,50150000.0,50174000.0,24.4748348,1229174387.35353
2021-03-01 00:46:00,50180000.0,50366000.0,50150000.0,50295000.0,20.34378696,1022833402.50226
2021-03-01 00:47:00,50295000.0,50295000.0,50120000.0,50188000.0,13.37579797,671153551.80023
2021-03-01 00:48:00,50146000.0,50254000.0,50146000.0,50199000.0,8.34125022,418772667.47443
2021-03-01 00:49:00,50189000.0,50189000.0,50094000.0,50094000.0,32.08177333,1607684479.51448
2021-03-01 00:50:00,50097000.0,50097000.0,50000000.0,50000000.0,42.0735874,2104187576.70598
2021-03-01 00:51:00,50000000.0,50153000.0,50000000.0,50103000.0,50.05655385,2504549730.04302
2021-03-01 00:52:00,50091000.0,50350000.0,50087000.0,50332000.0,23.59771459,1185467122.88864
2021-03-01 00:53:00,50332000.0,50447000.0,50299000.0,50332000.0,20.45828201,1030600042.1937
2021-03-01 00:54:00,50332000.0,50447000.0,50300000.0,50379000.0,20.11545849,1012963594.1347
2021-03-01 00:55:00,50379000.0,50379000.0,50201000.0,50247000.0,14.02831325,705837868.41812
2021-03-01 00:56:00,50247000.0,50261000.0,50165000.0,50165000.0,7.079838,355501954.68079
2021-03-01 00:57:00,50190000.0,50261000.0,50160000.0,50237000.0,5.38434222,270381001.7853
2021-03-01 00:58:00,50241000.0,50312000.0,50222000.0,50261000.0,10.67037401,536378508.69831
