index,open,high,low,close,volume,value
2021-07-01 00:00:00,40236000.0,40266000.0,40236000.0,40236000.0,0.0543726,2187899.89008
2021-07-01 03:14:00,40266000.0,40312000.0,40232000.0,40269000.0,4.621089,186122474.98469
2021-07-01 03:15:00,40237000.0,40309000.0,40237000.0,40303000.0,3.17901511,127991350.86477
2021-07-01 03:16:00,40243000.0,40305000.0,40242000.0,40253000.0,1.80690635,72763904.93977
2021-07-01 03:17:00,40292000.0,40339000.0,40253000.0,40311000.0,18.13720876,731135757.27995
2021-07-01 03:18:00,40312000.0,40332000.0,40312000.0,40316000.0,26.35792314,1062670092.03883
2021-07-01 03:19:00,40314000.0,40314000.0,40265000.0,40267000.0,3.10032171,124854630.38255
2021-07-01 03:20:00,40267000.0,40312000.0,40267000.0,40268000.0,1.13250936,45625491.26822
2021-07-01 03:21:00,40279000.0,40300000.0,40256000.0,40256000.0,1.2236595,49281130.02871
2021-07-01 03:22:00,40278000.0,40298000.0,40256000.0,40295000.0,0.81457227,32815446.67171
2021-07-01 03:23:00,40295000.0,40300000.0,40256000.0,40257000.0,2.49499623,100465988.83504
2021-07-01 03:24:00,40257000.0,40298000.0,40256000.0,40258000.0,1.09473936,44083831.05289
2021-07-01 03:25:00,40262000.0,40300000.0,40262000.0,40298000.0,3.92165987,158029316.90253
2021-07-01 03:26:00,40298000.0,40298000.0,40271000.0,40272000.0,1.23102384,49601408.45097
2021-07-01 03:27:00,40297000.0,40297000.0,40273000.0,40274000.0,1.17988258,47534184.78952
2021-07-01 03:28:00,40274000.0,40298000.0,40273000.0,40298000.0,2.08283158,83923794.51934
2021-07-01 03:29:00,40273000.0,40298000.0,40273000.0,40274000.0,0.60723901,24467311.98298
2021-07-01 03:30:00,40274000.0,40298000.0,40274000.0,40297000.0,1.49778008,60348922.74942
2021-07-01 03:31:00,40297000.0,40297000.0,40274000.0,40297000.0,0.6032808,24306970.94419
2021-07-01 03:32:00,40274000.0,40297000.0,40274000.0,40283000.0,0.33978164,13690247.17345
2021-07-01 03:33:00,40295000.0,40297000.0,40256000.0,40274000.0,2.15948958,86966215.27457
2021-07-01 03:34:00,40256000.0,40294000.0,40250000.0,40259000.0,3.56830799,143650094.26514
2021-07-01 03:35:00,40293000.0,40293000.0,40242000.0,40290000.0,2.74527442,110497209.86153
2021-07-01 03:36:00,40269000.0,40293000.0,40269000.0,40290000.0,0.95077002,38303448.67108
2021-07-01 03:37:00,40290000.0,40300000.0,40271000.0,40300000.0,1.14324885,46068143.26989
2021-07-01 03:38:00,40300000.0,40300000.0,40290000.0,40291000.0,1.18686257,47827568.50224
2021-07-01 03:39:00,40298000.0,40353000.0,40298000.0,40353000.0,9.93057002,400322427.01071
2021-07-01 03:40:00,40353000.0,40357000.0,40338000.0,40357000.0,1.55338743,62687091.64893
2021-07-01 03:41:00,40357000.0,40358000.0,40356000.0,40358000.0,1.11771303,45107515.92375
2021-07-01 03:42:00,40358000.0,40372000.0,40357000.0,40372000.0,1.81279932,73173100.05099
2021-07-01 03:43:00,40372000.0,40446000.0,40372000.0,40446000.0,7.55960254,305459473.39585
2021-07-01 03:44:00,40446000.0,40490000.0,40437000.0,40483000.0,3.32516985,134571725.35137
2021-07-01 03:45:00,40483000.0,40504000.0,40479000.0,40503000.0,7.81372812,316442939.38168
2021-07-01 03:46:00,40500000.0,40516000.0,40500000.0,40516000.0,8.52399223,345243993.94596
